"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.276498330E-1,2.595000155E-2,-2.010000050E-1,1.007595062E1,1.007798866E1
6.296369120E-1,3.105000220E-2,-1.920000017E-1,1.007295036E1,1.007482790E1
6.316240630E-1,2.895000204E-2,-2.010000050E-1,1.006605053E1,1.006809875E1
6.336114480E-1,4.095000029E-2,-2.059500068E-1,1.006095028E1,1.006314130E1
6.355988610E-1,2.895000204E-2,-1.969500035E-1,1.003695011E1,1.003892399E1
6.375861700E-1,1.695000008E-2,-1.969500035E-1,1.005900002E1,1.006094220E1
6.395733240E-1,3.405000269E-2,-1.939500123E-1,1.006395054E1,1.006587683E1
6.415607070E-1,2.205000073E-2,-2.179500163E-1,1.006395054E1,1.006633443E1
6.435480920E-1,3.600000218E-2,-1.870500147E-1,1.006605053E1,1.006785265E1
6.455354760E-1,3.105000220E-2,-1.920000017E-1,1.006800079E1,1.006987925E1
6.475228570E-1,3.795000166E-2,-2.040000111E-1,1.008495045E1,1.008708490E1
6.495102410E-1,4.095000029E-2,-2.010000050E-1,1.006395054E1,1.006604085E1
6.514976260E-1,2.895000204E-2,-1.770000011E-1,1.006095028E1,1.006254876E1
6.534852410E-1,2.595000155E-2,-1.870500147E-1,1.007100010E1,1.007277043E1
6.554723970E-1,3.600000218E-2,-2.010000050E-1,1.006395054E1,1.006602193E1
6.574597030E-1,2.895000204E-2,-2.059500068E-1,1.007100010E1,1.007314730E1
6.594468680E-1,4.305000231E-2,-1.920000017E-1,1.005600071E1,1.005792561E1
6.614342500E-1,3.405000269E-2,-1.890000105E-1,1.007100010E1,1.007283095E1
6.634213290E-1,1.395000052E-2,-1.890000105E-1,1.008000088E1,1.008178225E1
6.654086350E-1,1.395000052E-2,-1.890000105E-1,1.007805061E1,1.007983233E1
6.673957910E-1,3.600000218E-2,-1.939500123E-1,1.007295036E1,1.007488172E1
6.693828680E-1,3.405000269E-2,-2.059500068E-1,1.005195045E1,1.005411770E1
6.713701740E-1,3.795000166E-2,-1.890000105E-1,1.006395054E1,1.006579662E1
6.733573290E-1,2.400000021E-2,-1.630500108E-1,1.006800079E1,1.006934960E1
6.753444060E-1,3.795000166E-2,-1.849500090E-1,1.008495045E1,1.008671761E1
6.773317890E-1,3.105000220E-2,-1.800000072E-1,1.005900002E1,1.006065830E1
6.793190970E-1,3.105000220E-2,-1.819500029E-1,1.006800079E1,1.006969264E1
6.813061760E-1,3.600000218E-2,-1.920000017E-1,1.007805061E1,1.007994366E1
6.832933390E-1,2.895000204E-2,-1.890000105E-1,1.006605053E1,1.006786633E1
6.852806450E-1,1.395000052E-2,-1.920000017E-1,1.008300018E1,1.008483769E1
6.872678010E-1,2.205000073E-2,-1.939500123E-1,1.006605053E1,1.006794299E1
6.892551070E-1,2.595000155E-2,-1.770000011E-1,1.008495045E1,1.008653696E1
6.912421860E-1,2.205000073E-2,-1.849500090E-1,1.007805061E1,1.007977167E1
6.932293370E-1,3.795000166E-2,-1.920000017E-1,1.006605053E1,1.006795299E1
6.952167360E-1,4.095000029E-2,-1.770000011E-1,1.005900002E1,1.006064050E1
6.972041210E-1,3.405000269E-2,-1.770000011E-1,1.006605053E1,1.006766416E1
6.991914300E-1,3.405000269E-2,-1.849500090E-1,1.006395054E1,1.006570744E1
7.011785840E-1,3.600000218E-2,-1.969500035E-1,1.005600071E1,1.005799362E1
7.031658900E-1,3.405000269E-2,-1.770000011E-1,1.005195045E1,1.005356635E1
7.051530460E-1,3.105000220E-2,-1.870500147E-1,1.006605053E1,1.006783617E1
7.071401280E-1,3.795000166E-2,-1.939500123E-1,1.005600071E1,1.005794249E1
7.091272050E-1,2.895000204E-2,-1.890000105E-1,1.006800079E1,1.006981624E1
7.111145870E-1,3.105000220E-2,-1.770000011E-1,1.008300018E1,1.008460142E1
7.131016660E-1,3.600000218E-2,-1.890000105E-1,1.007295036E1,1.007478764E1
7.150890490E-1,2.205000073E-2,-1.770000011E-1,1.006605053E1,1.006763073E1
7.170763560E-1,3.405000269E-2,-1.819500029E-1,1.006605053E1,1.006775240E1
7.190635170E-1,2.595000155E-2,-1.890000105E-1,1.006395054E1,1.006575853E1
7.210505940E-1,2.895000204E-2,-1.939500123E-1,1.006095028E1,1.006286119E1
7.230376710E-1,4.800000042E-2,-1.890000105E-1,1.007595062E1,1.007783736E1
7.250247480E-1,3.405000269E-2,-1.870500147E-1,1.005900002E1,1.006079661E1
7.270120540E-1,3.405000269E-2,-1.939500123E-1,1.005900002E1,1.006092726E1
7.289994380E-1,2.895000204E-2,-1.849500090E-1,1.005900002E1,1.006074182E1
7.309868320E-1,3.405000269E-2,-1.920000017E-1,1.006095028E1,1.006283975E1
7.329739880E-1,3.405000269E-2,-1.920000017E-1,1.007805061E1,1.007993688E1
7.349613710E-1,3.405000269E-2,-1.890000105E-1,1.006800079E1,1.006983219E1
7.369486800E-1,4.095000029E-2,-1.849500090E-1,1.004895020E1,1.005073547E1
7.389358340E-1,3.405000269E-2,-1.939500123E-1,1.006800079E1,1.006992631E1
7.409232170E-1,1.905000024E-2,-1.800000072E-1,1.006800079E1,1.006962774E1
7.429105260E-1,3.105000220E-2,-2.089500129E-1,1.005195045E1,1.005416989E1
7.448976800E-1,3.405000269E-2,-1.870500147E-1,1.007100010E1,1.007279455E1
7.468849860E-1,3.405000269E-2,-2.059500068E-1,1.006605053E1,1.006821474E1
7.488721420E-1,3.405000269E-2,-2.110500038E-1,1.007595062E1,1.007821822E1
7.508595240E-1,3.405000269E-2,-2.089500129E-1,1.006800079E1,1.007022639E1
7.528468340E-1,2.595000155E-2,-2.010000050E-1,1.007100010E1,1.007303913E1
7.548339740E-1,2.205000073E-2,-1.939500123E-1,1.004895020E1,1.005084588E1
7.568210510E-1,3.600000218E-2,-2.010000050E-1,1.007805061E1,1.008011910E1
7.588083570E-1,2.205000073E-2,-1.969500035E-1,1.005195045E1,1.005390389E1
7.607954350E-1,3.795000166E-2,-1.969500035E-1,1.005405045E1,1.005605091E1
7.627825870E-1,1.905000024E-2,-2.089500129E-1,1.004700089E1,1.004919150E1
7.647699720E-1,2.205000073E-2,-1.990500093E-1,1.003995037E1,1.004194755E1
7.667570700E-1,4.095000029E-2,-1.990500093E-1,1.005405045E1,1.005610403E1
7.687441470E-1,2.895000204E-2,-2.059500068E-1,1.006800079E1,1.007014863E1
7.707315290E-1,2.205000073E-2,-1.939500123E-1,1.008000088E1,1.008189072E1
7.727186080E-1,3.405000269E-2,-2.040000111E-1,1.007295036E1,1.007507342E1
7.747059140E-1,3.405000269E-2,-2.040000111E-1,1.009200001E1,1.009411906E1
7.766929930E-1,2.595000155E-2,-2.010000050E-1,1.005600071E1,1.005804279E1
7.786801590E-1,3.105000220E-2,-2.010000050E-1,1.006095028E1,1.006300579E1
7.806672380E-1,2.205000073E-2,-2.130000144E-1,1.004895020E1,1.005123153E1
7.826543150E-1,2.595000155E-2,-1.890000105E-1,1.005600071E1,1.005781013E1
7.846416200E-1,4.500000179E-2,-1.990500093E-1,1.005405045E1,1.005612133E1
7.866287760E-1,2.400000021E-2,-2.230500132E-1,1.006800079E1,1.007049985E1
7.886160820E-1,3.105000220E-2,-2.110500038E-1,1.007295036E1,1.007520894E1
7.906031470E-1,2.895000204E-2,-2.130000144E-1,1.007805061E1,1.008034282E1
7.925905290E-1,3.795000166E-2,-2.110500038E-1,1.008000088E1,1.008228149E1
7.945776080E-1,4.095000029E-2,-2.160000056E-1,1.005900002E1,1.006140220E1
7.965647620E-1,3.600000218E-2,-1.990500093E-1,1.007100010E1,1.007303132E1
7.985523760E-1,2.895000204E-2,-2.089500129E-1,1.005195045E1,1.005416362E1
8.005395320E-1,2.400000021E-2,-2.110500038E-1,1.005405045E1,1.005629397E1
8.025269330E-1,2.595000155E-2,-1.990500093E-1,1.005405045E1,1.005605413E1
8.045143180E-1,4.095000029E-2,-1.939500123E-1,1.006095028E1,1.006290286E1
8.065013970E-1,3.795000166E-2,-2.040000111E-1,1.006605053E1,1.006818899E1
8.084884740E-1,2.205000073E-2,-2.010000050E-1,1.006800079E1,1.007003114E1
8.104757790E-1,2.895000204E-2,-2.010000050E-1,1.005900002E1,1.006104967E1
8.124628580E-1,3.795000166E-2,-2.010000050E-1,1.006605053E1,1.006812865E1
8.144500100E-1,2.595000155E-2,-1.990500093E-1,1.006800079E1,1.007000170E1
8.164373180E-1,1.905000024E-2,-1.969500035E-1,1.007100010E1,1.007294372E1
8.184243970E-1,2.205000073E-2,-1.920000017E-1,1.007805061E1,1.007990349E1
8.204114740E-1,2.205000073E-2,-1.920000017E-1,1.007295036E1,1.007480418E1
8.223986250E-1,2.205000073E-2,-1.870500147E-1,1.005600071E1,1.005776437E1
8.243859280E-1,2.400000021E-2,-1.849500090E-1,1.007805061E1,1.007977612E1
8.263730840E-1,1.395000052E-2,-1.870500147E-1,1.006095028E1,1.006269859E1
8.283603900E-1,1.695000008E-2,-1.770000011E-1,1.006605053E1,1.006762085E1
8.303474690E-1,3.105000220E-2,-1.990500093E-1,1.005600071E1,1.005801846E1
8.323343150E-1,2.205000073E-2,-1.800000072E-1,1.008000088E1,1.008163201E1
8.343216210E-1,2.595000155E-2,-1.870500147E-1,1.008000088E1,1.008176963E1
8.363087860E-1,3.105000220E-2,-1.870500147E-1,1.009005070E1,1.009183209E1
8.382958630E-1,2.205000073E-2,-1.890000105E-1,1.008000088E1,1.008179671E1
8.402831690E-1,3.105000220E-2,-1.969500035E-1,1.006095028E1,1.006292571E1
8.422703250E-1,2.400000021E-2,-1.870500147E-1,1.007295036E1,1.007471552E1
8.442574020E-1,3.600000218E-2,-1.870500147E-1,1.004505062E1,1.004685651E1
8.462447070E-1,1.695000008E-2,-2.040000111E-1,1.007100010E1,1.007308028E1
8.482318480E-1,4.995000362E-2,-1.939500123E-1,1.006800079E1,1.006999263E1
8.502191540E-1,3.600000218E-2,-1.870500147E-1,1.007805061E1,1.007985059E1
8.522062330E-1,3.105000220E-2,-1.819500029E-1,1.005405045E1,1.005574464E1
8.541933850E-1,4.305000231E-2,-1.819500029E-1,1.008000088E1,1.008173481E1
8.561806920E-1,3.600000218E-2,-2.010000050E-1,1.006395054E1,1.006602193E1
8.581677710E-1,2.895000204E-2,-1.890000105E-1,1.007100010E1,1.007281500E1
8.601549230E-1,4.095000029E-2,-1.800000072E-1,1.007595062E1,1.007764148E1
8.621422310E-1,3.795000166E-2,-1.890000105E-1,1.005195045E1,1.005379874E1
8.641293100E-1,3.405000269E-2,-1.939500123E-1,1.007100010E1,1.007292505E1
8.661164620E-1,4.095000029E-2,-1.890000105E-1,1.007100010E1,1.007285664E1
8.681035410E-1,1.395000052E-2,-1.990500093E-1,1.005900002E1,1.006097892E1
8.700908460E-1,2.400000021E-2,-1.939500123E-1,1.006395054E1,1.006584786E1
8.720780070E-1,3.405000269E-2,-1.990500093E-1,1.005600071E1,1.005802817E1
8.740653900E-1,3.105000220E-2,-1.969500035E-1,1.007805061E1,1.008002270E1
8.760524690E-1,1.905000024E-2,-2.040000111E-1,1.006605053E1,1.006813549E1
8.780397740E-1,2.400000021E-2,-1.819500029E-1,1.006395054E1,1.006562379E1
8.800269300E-1,2.400000021E-2,-1.849500090E-1,1.007595062E1,1.007767649E1
8.820142220E-1,4.305000231E-2,-2.089500129E-1,1.005900002E1,1.006126208E1
8.840013010E-1,2.205000073E-2,-1.990500093E-1,1.006605053E1,1.006804253E1
8.859884530E-1,1.395000052E-2,-1.849500090E-1,1.005195045E1,1.005366147E1
8.879757600E-1,3.405000269E-2,-1.990500093E-1,1.005405045E1,1.005607829E1
8.899628390E-1,2.205000073E-2,-2.040000111E-1,1.004895020E1,1.005104483E1
8.919499910E-1,3.600000218E-2,-1.920000017E-1,1.006395054E1,1.006584624E1
8.939369930E-1,3.795000166E-2,-1.920000017E-1,1.006095028E1,1.006285371E1
8.959243760E-1,3.405000269E-2,-2.089500129E-1,1.005900002E1,1.006122760E1
8.979115320E-1,3.105000220E-2,-1.969500035E-1,1.006800079E1,1.006997485E1
8.998989140E-1,3.795000166E-2,-1.849500090E-1,1.007595062E1,1.007771937E1
9.018862240E-1,2.595000155E-2,-2.040000111E-1,1.005405045E1,1.005615333E1
9.038733010E-1,7.050000131E-3,-1.920000017E-1,1.005195045E1,1.005378643E1
9.058604060E-1,1.200000010E-2,-1.890000105E-1,1.007100010E1,1.007278055E1
9.078475580E-1,1.005000062E-2,-1.849500090E-1,1.005600071E1,1.005770639E1
9.098349420E-1,4.095000029E-2,-1.890000105E-1,1.006800079E1,1.006985789E1
9.118220210E-1,2.205000073E-2,-1.969500035E-1,1.006800079E1,1.006995112E1
9.138090980E-1,1.200000010E-2,-2.059500068E-1,1.008300018E1,1.008511042E1
9.157960980E-1,1.395000052E-2,-1.849500090E-1,1.006800079E1,1.006970909E1
9.177834520E-1,2.400000021E-2,-1.849500090E-1,1.005405045E1,1.005578007E1
9.197706080E-1,1.695000008E-2,-1.990500093E-1,1.008000088E1,1.008198026E1
9.217579130E-1,2.895000204E-2,-1.969500035E-1,1.006605053E1,1.006801871E1
9.237449920E-1,2.400000021E-2,-1.770000011E-1,1.006800079E1,1.006958514E1
9.257320690E-1,1.905000024E-2,-1.939500123E-1,1.005600071E1,1.005788893E1
9.277192210E-1,1.905000024E-2,-1.990500093E-1,1.005600071E1,1.005798857E1
9.297065040E-1,1.395000052E-2,-2.010000050E-1,1.006800079E1,1.007001666E1
9.316935830E-1,2.205000073E-2,-2.040000111E-1,1.008300018E1,1.008508775E1
9.336809650E-1,2.895000204E-2,-1.920000017E-1,1.006800079E1,1.006987299E1
9.356680440E-1,1.200000010E-2,-1.939500123E-1,1.004505062E1,1.004693001E1
9.376551210E-1,2.400000021E-2,-1.819500029E-1,1.008795071E1,1.008961998E1
9.396425040E-1,2.205000073E-2,-1.890000105E-1,1.007100010E1,1.007279754E1
9.416298880E-1,2.595000155E-2,-2.010000050E-1,1.005600071E1,1.005804279E1
9.436170440E-1,2.400000021E-2,-2.010000050E-1,1.005900002E1,1.006103664E1
9.456043500E-1,7.050000131E-3,-1.990500093E-1,1.006800079E1,1.006997073E1
9.475914290E-1,1.695000008E-2,-2.110500038E-1,1.005195045E1,1.005418009E1
9.495788120E-1,2.205000073E-2,-1.969500035E-1,1.005600071E1,1.005795336E1
9.515658900E-1,3.105000220E-2,-2.059500068E-1,1.006395054E1,1.006610550E1
9.535532450E-1,2.895000204E-2,-1.990500093E-1,1.007100010E1,1.007300859E1
9.555404010E-1,3.795000166E-2,-1.969500035E-1,1.006800079E1,1.006999848E1
9.575274010E-1,3.105000220E-2,-1.990500093E-1,1.006800079E1,1.007001614E1
9.595148610E-1,2.895000204E-2,-1.969500035E-1,1.007595062E1,1.007791687E1
9.615022450E-1,2.895000204E-2,-2.230500132E-1,1.007295036E1,1.007546120E1
9.634896300E-1,3.405000269E-2,-2.209500074E-1,1.006800079E1,1.007048252E1
9.654769390E-1,2.595000155E-2,-2.040000111E-1,1.005900002E1,1.006110186E1
9.674643220E-1,3.600000218E-2,-1.969500035E-1,1.005405045E1,1.005604374E1
9.694517070E-1,1.200000010E-2,-1.920000017E-1,1.005405045E1,1.005589073E1
9.714388630E-1,1.905000024E-2,-1.920000017E-1,1.005900002E1,1.006085027E1
9.734262450E-1,2.895000204E-2,-1.990500093E-1,1.007295036E1,1.007495846E1
9.754135550E-1,3.405000269E-2,-1.969500035E-1,1.008300018E1,1.008498098E1
9.774009460E-1,4.500000179E-2,-2.089500129E-1,1.007595062E1,1.007821740E1
9.793883310E-1,3.405000269E-2,-2.280000150E-1,1.008000088E1,1.008263661E1
9.813757160E-1,3.105000220E-2,-2.130000144E-1,1.006800079E1,1.007030154E1
9.833628720E-1,3.600000218E-2,-1.990500093E-1,1.004700089E1,1.004903695E1
9.853504850E-1,3.405000269E-2,-1.990500093E-1,1.007100010E1,1.007302454E1
9.873376410E-1,2.400000021E-2,-2.010000050E-1,1.005900002E1,1.006103664E1
9.893247180E-1,2.595000155E-2,-2.010000050E-1,1.004700089E1,1.004904479E1
9.913121000E-1,3.405000269E-2,-2.110500038E-1,1.005900002E1,1.006127143E1
9.932994080E-1,4.500000179E-2,-2.089500129E-1,1.007805061E1,1.008031692E1
9.952867930E-1,3.405000269E-2,-2.130000144E-1,1.008795071E1,1.009025658E1
9.972739490E-1,3.795000166E-2,-2.209500074E-1,1.006800079E1,1.007049647E1
9.992612540E-1,2.895000204E-2,-1.939500123E-1,1.006605053E1,1.006796047E1
1.001248333E0,1.200000010E-2,-1.920000017E-1,1.005900002E1,1.006083939E1
1.003235487E0,2.205000073E-2,-1.939500123E-1,1.004895020E1,1.005084588E1
1.005222793E0,2.205000073E-2,-2.089500129E-1,1.004700089E1,1.004919763E1
1.007209949E0,1.905000024E-2,-1.849500090E-1,1.004895020E1,1.005067010E1
1.009197331E0,2.400000021E-2,-1.990500093E-1,1.007295036E1,1.007494546E1
1.011184640E0,3.405000269E-2,-1.939500123E-1,1.006800079E1,1.006992631E1
1.013171999E0,1.695000008E-2,-1.939500123E-1,1.007805061E1,1.007993096E1
1.015159155E0,4.095000029E-2,-2.179500163E-1,1.006605053E1,1.006849305E1
1.017146538E0,1.695000008E-2,-2.059500068E-1,1.004895020E1,1.005107471E1
1.019133923E0,2.595000155E-2,-1.819500029E-1,1.007100010E1,1.007267701E1
1.021121232E0,2.595000155E-2,-1.770000011E-1,1.007100010E1,1.007258881E1
1.023108396E0,2.400000021E-2,-2.040000111E-1,1.005900002E1,1.006109702E1
1.025095473E0,2.400000021E-2,-1.939500123E-1,1.005900002E1,1.006089827E1
1.027083086E0,3.600000218E-2,-1.990500093E-1,1.004505062E1,1.004708708E1
1.029070242E0,2.205000073E-2,-1.770000011E-1,1.007100010E1,1.007257952E1
1.031057625E0,2.205000073E-2,-1.969500035E-1,1.008000088E1,1.008194888E1
1.033044935E0,3.600000218E-2,-1.920000017E-1,1.006800079E1,1.006989573E1
1.035032102E0,3.600000218E-2,-1.819500029E-1,1.005600071E1,1.005771108E1
1.037019408E0,3.105000220E-2,-1.849500090E-1,1.007595062E1,1.007769575E1
1.039006564E0,2.400000021E-2,-1.819500029E-1,1.007295036E1,1.007462212E1
1.040993947E0,3.405000269E-2,-1.800000072E-1,1.007295036E1,1.007461604E1
1.042981026E0,1.905000024E-2,-1.750500053E-1,1.006095028E1,1.006249104E1
1.044968408E0,3.105000220E-2,-1.770000011E-1,1.006800079E1,1.006960442E1
1.046955721E0,5.505000427E-2,-1.750500053E-1,1.006800079E1,1.006967293E1
1.048943105E0,3.600000218E-2,-1.630500108E-1,1.006395054E1,1.006533565E1
1.050930184E0,4.995000362E-2,-1.699500084E-1,1.005900002E1,1.006055959E1
1.052917261E0,2.895000204E-2,-1.750500053E-1,1.006395054E1,1.006551445E1
1.054904338E0,4.095000029E-2,-1.750500053E-1,1.006800079E1,1.006960572E1
1.056891490E0,2.895000204E-2,-1.729500145E-1,1.007295036E1,1.007447660E1
1.058878851E0,5.295000225E-2,-1.699500084E-1,1.004700089E1,1.004857768E1
1.060866158E0,4.305000231E-2,-1.770000011E-1,1.007595062E1,1.007759710E1
1.062853314E0,5.700000376E-2,-1.680000126E-1,1.007595062E1,1.007751229E1
1.064840391E0,4.500000179E-2,-1.800000072E-1,1.006395054E1,1.006566071E1
1.066827774E0,4.095000029E-2,-1.750500053E-1,1.006395054E1,1.006555611E1
1.068815082E0,4.500000179E-2,-1.819500029E-1,1.006395054E1,1.006569577E1
1.070802251E0,4.995000362E-2,-1.870500147E-1,1.006800079E1,1.006986210E1
1.072789557E0,5.505000427E-2,-1.890000105E-1,1.004205036E1,1.004397964E1
1.074776713E0,4.800000042E-2,-2.059500068E-1,1.004895020E1,1.005117503E1
1.076764019E0,5.505000427E-2,-1.920000017E-1,1.006605053E1,1.006803197E1
1.078751174E0,4.500000179E-2,-1.939500123E-1,1.008000088E1,1.008196704E1
1.080738251E0,4.305000231E-2,-1.819500029E-1,1.007805061E1,1.007978488E1
1.082725543E0,4.500000179E-2,-2.010000050E-1,1.007595062E1,1.007805571E1
1.084712391E0,4.500000179E-2,-1.920000017E-1,1.007295036E1,1.007488055E1
1.086699161E0,5.700000376E-2,-1.990500093E-1,1.004205036E1,1.004418465E1
1.088686466E0,4.500000179E-2,-1.890000105E-1,1.004895020E1,1.005082813E1
1.090673851E0,3.600000218E-2,-1.990500093E-1,1.004700089E1,1.004903695E1
1.092661235E0,4.995000362E-2,-2.059500068E-1,1.005600071E1,1.005823348E1
1.094648362E0,3.105000220E-2,-1.990500093E-1,1.004895020E1,1.005096936E1
1.096635439E0,3.600000218E-2,-2.130000144E-1,1.007295036E1,1.007526645E1
1.098622822E0,2.895000204E-2,-2.059500068E-1,1.006800079E1,1.007014863E1
1.100610130E0,3.795000166E-2,-2.040000111E-1,1.007295036E1,1.007508736E1
1.102597514E0,2.400000021E-2,-2.130000144E-1,1.007295036E1,1.007523072E1
1.104584670E0,1.005000062E-2,-1.969500035E-1,1.004895020E1,1.005088505E1
1.106571776E0,3.405000269E-2,-1.990500093E-1,1.007295036E1,1.007497441E1
1.108559159E0,1.905000024E-2,-2.089500129E-1,1.006095028E1,1.006313786E1
1.110546237E0,2.205000073E-2,-2.089500129E-1,1.005195045E1,1.005414612E1
1.112533620E0,1.005000062E-2,-1.969500035E-1,1.004895020E1,1.005088505E1
1.114520928E0,1.395000052E-2,-2.160000056E-1,1.007295036E1,1.007527566E1
1.116508312E0,1.395000052E-2,-2.160000056E-1,1.009500027E1,1.009732049E1
1.118495706E0,1.005000062E-2,-2.130000144E-1,1.006605053E1,1.006830886E1
1.120483168E0,1.200000010E-2,-2.059500068E-1,1.006395054E1,1.006606476E1
1.122470554E0,-1.050000079E-3,-2.089500129E-1,1.004505062E1,1.004722366E1
1.124457939E0,1.200000010E-2,-1.969500035E-1,1.005600071E1,1.005793635E1
1.126445323E0,0.000000000E0,-2.110500038E-1,1.005195045E1,1.005416581E1
1.128432708E0,1.200000010E-2,-2.010000050E-1,1.005600071E1,1.005801647E1
1.130420112E0,1.395000052E-2,-1.990500093E-1,1.007295036E1,1.007492653E1
1.132407496E0,1.695000008E-2,-1.990500093E-1,1.005405045E1,1.005603493E1
1.134394880E0,1.200000010E-2,-1.969500035E-1,1.005900002E1,1.006093508E1
1.136382264E0,2.205000073E-2,-2.010000050E-1,1.007100010E1,1.007302984E1
1.138369879E0,1.005000062E-2,-2.040000111E-1,1.007595062E1,1.007802054E1
1.140357266E0,1.395000052E-2,-2.010000050E-1,1.005600071E1,1.005801898E1
1.142344646E0,4.950000439E-3,-2.089500129E-1,1.006395054E1,1.006612066E1
1.144332031E0,7.050000131E-3,-1.920000017E-1,1.007295036E1,1.007478251E1
1.146319490E0,3.600000218E-2,-1.849500090E-1,1.005600071E1,1.005776579E1
1.148306877E0,2.205000073E-2,-2.059500068E-1,1.006605053E1,1.006818131E1
1.150294262E0,3.795000166E-2,-1.939500123E-1,1.005900002E1,1.006094121E1
1.152281875E0,2.205000073E-2,-1.920000017E-1,1.004505062E1,1.004690958E1
1.154269286E0,1.695000008E-2,-1.990500093E-1,1.005600071E1,1.005798481E1
1.156256439E0,2.895000204E-2,-2.110500038E-1,1.005900002E1,1.006125546E1
1.158243822E0,4.305000231E-2,-1.990500093E-1,1.005405045E1,1.005611280E1
1.160231207E0,4.995000362E-2,-2.059500068E-1,1.005600071E1,1.005823348E1
1.162218591E0,4.305000231E-2,-1.939500123E-1,1.006095028E1,1.006291163E1
1.164205976E0,4.305000231E-2,-1.990500093E-1,1.006395054E1,1.006601086E1
1.166193576E0,3.600000218E-2,-1.990500093E-1,1.004895020E1,1.005098587E1
1.168180963E0,3.795000166E-2,-2.179500163E-1,1.005195045E1,1.005438463E1
1.170168117E0,1.905000024E-2,-2.059500068E-1,1.005600071E1,1.005812749E1
1.172155499E0,4.800000042E-2,-2.040000111E-1,1.007100010E1,1.007318038E1
1.174142809E0,4.305000231E-2,-1.870500147E-1,1.006800079E1,1.006983024E1
1.176130192E0,3.600000218E-2,-2.010000050E-1,1.004205036E1,1.004412627E1
1.178117663E0,4.305000231E-2,-2.130000144E-1,1.005900002E1,1.006134701E1
1.180105356E0,3.105000220E-2,-1.969500035E-1,1.006605053E1,1.006802496E1
1.182092742E0,5.295000225E-2,-2.040000111E-1,1.007595062E1,1.007815463E1
1.184080356E0,2.595000155E-2,-2.089500129E-1,1.007595062E1,1.007815035E1
1.186067742E0,3.405000269E-2,-1.990500093E-1,1.005195045E1,1.005397873E1
1.188055127E0,3.600000218E-2,-2.059500068E-1,1.006095028E1,1.006312237E1
1.190042496E0,4.500000179E-2,-2.089500129E-1,1.005405045E1,1.005632216E1
1.192029650E0,4.095000029E-2,-1.849500090E-1,1.005195045E1,1.005373519E1
1.194017033E0,4.500000179E-2,-2.040000111E-1,1.005405045E1,1.005622053E1
1.196004343E0,4.305000231E-2,-2.040000111E-1,1.006395054E1,1.006610996E1
1.197991420E0,3.600000218E-2,-2.059500068E-1,1.003995037E1,1.004212701E1
1.199978802E0,4.995000362E-2,-2.059500068E-1,1.007595062E1,1.007817897E1
1.201966288E0,3.405000269E-2,-1.890000105E-1,1.005195045E1,1.005378478E1
1.203953674E0,2.205000073E-2,-1.819500029E-1,1.006395054E1,1.006561933E1
1.205940982E0,2.595000155E-2,-1.800000072E-1,1.006605053E1,1.006769321E1
1.207928442E0,2.205000073E-2,-1.819500029E-1,1.006095028E1,1.006261957E1
1.209915751E0,1.695000008E-2,-1.969500035E-1,1.005600071E1,1.005794347E1
1.211903134E0,2.205000073E-2,-1.969500035E-1,1.006395054E1,1.006590165E1
1.213890500E0,3.600000218E-2,-2.010000050E-1,1.006395054E1,1.006602193E1
1.215877655E0,1.395000052E-2,-1.920000017E-1,1.006605053E1,1.006789113E1
1.217865269E0,2.895000204E-2,-1.819500029E-1,1.005600071E1,1.005768831E1
